Date,Coronavirus,covid-19,isPartial,Time
2020-01-21,17,0,False,15:00:00
2020-01-21,16,0,False,16:00:00
2020-01-21,17,0,False,17:00:00
2020-01-21,40,0,False,18:00:00
2020-01-21,100,0,False,19:00:00
2020-01-21,99,0,False,20:00:00
2020-01-21,85,0,False,21:00:00
2020-01-21,83,0,False,22:00:00
2020-01-21,87,0,False,23:00:00
2020-01-22,77,0,False,00:00:00
2020-01-22,25,0,False,00:00:00
2020-01-22,22,0,False,01:00:00
2020-01-22,22,0,False,02:00:00
2020-01-22,24,0,False,03:00:00
2020-01-22,24,0,False,04:00:00
2020-01-22,20,0,False,05:00:00
2020-01-22,15,0,False,06:00:00
2020-01-22,12,0,False,07:00:00
2020-01-22,10,0,False,08:00:00
2020-01-22,9,0,False,09:00:00
2020-01-22,9,0,False,10:00:00
2020-01-22,11,0,False,11:00:00
2020-01-22,13,0,False,12:00:00
2020-01-22,14,0,False,13:00:00
2020-01-22,18,0,False,14:00:00
2020-01-22,21,0,False,15:00:00
2020-01-22,23,0,False,16:00:00
2020-01-22,23,0,False,17:00:00
2020-01-22,24,0,False,18:00:00
2020-01-22,28,0,False,19:00:00
2020-01-22,31,0,False,20:00:00
2020-01-22,31,0,False,21:00:00
2020-01-22,34,0,False,22:00:00
2020-01-22,41,0,False,23:00:00
2020-01-23,34,0,False,00:00:00
2020-01-23,31,0,False,01:00:00
2020-01-23,31,0,False,02:00:00
2020-01-23,33,0,False,03:00:00
2020-01-23,30,0,False,04:00:00
2020-01-23,22,0,False,05:00:00
2020-01-23,18,0,False,06:00:00
2020-01-23,16,0,False,07:00:00
2020-01-23,14,0,False,08:00:00
2020-01-23,13,0,False,09:00:00
2020-01-23,14,0,False,10:00:00
2020-01-23,18,0,False,11:00:00
2020-01-23,21,0,False,12:00:00
2020-01-23,23,0,False,13:00:00
2020-01-23,26,0,False,14:00:00
2020-01-23,27,0,False,15:00:00
2020-01-23,31,0,False,16:00:00
2020-01-23,30,0,False,17:00:00
2020-01-23,33,0,False,18:00:00
2020-01-23,31,0,False,19:00:00
2020-01-23,32,0,False,20:00:00
2020-01-23,35,0,False,21:00:00
2020-01-23,38,0,False,22:00:00
2020-01-23,45,0,False,23:00:00
2020-01-24,39,0,False,00:00:00
2020-01-24,38,0,False,01:00:00
2020-01-24,39,0,False,02:00:00
2020-01-24,41,0,False,03:00:00
2020-01-24,40,0,False,04:00:00
2020-01-24,33,0,False,05:00:00
2020-01-24,29,0,False,06:00:00
2020-01-24,27,0,False,07:00:00
2020-01-24,24,0,False,08:00:00
2020-01-24,21,0,False,09:00:00
2020-01-24,22,0,False,10:00:00
2020-01-24,25,0,False,11:00:00
2020-01-24,28,0,False,12:00:00
2020-01-24,31,0,False,13:00:00
2020-01-24,32,0,False,14:00:00
2020-01-24,38,0,False,15:00:00
2020-01-24,45,0,False,16:00:00
2020-01-24,43,0,False,17:00:00
2020-01-24,42,0,False,18:00:00
2020-01-24,68,0,False,19:00:00
2020-01-24,74,0,False,20:00:00
2020-01-24,70,0,False,21:00:00
2020-01-24,70,0,False,22:00:00
2020-01-24,72,0,False,23:00:00
2020-01-25,63,0,False,00:00:00
2020-01-25,62,0,False,01:00:00
2020-01-25,60,0,False,02:00:00
2020-01-25,59,0,False,03:00:00
2020-01-25,59,0,False,04:00:00
2020-01-25,52,0,False,05:00:00
2020-01-25,50,0,False,06:00:00
2020-01-25,52,0,False,07:00:00
2020-01-25,52,0,False,08:00:00
2020-01-25,49,0,False,09:00:00
2020-01-25,45,0,False,10:00:00
2020-01-25,46,0,False,11:00:00
2020-01-25,47,0,False,12:00:00
2020-01-25,47,0,False,13:00:00
2020-01-25,47,0,False,14:00:00
2020-01-25,44,0,False,15:00:00
2020-01-25,46,0,False,16:00:00
2020-01-25,48,0,False,17:00:00
2020-01-25,50,0,False,18:00:00
2020-01-25,51,0,False,19:00:00
2020-01-25,50,0,False,20:00:00
2020-01-25,53,0,False,21:00:00
2020-01-25,62,0,False,22:00:00
2020-01-25,76,0,False,23:00:00
2020-01-26,69,0,False,00:00:00
2020-01-26,62,0,False,01:00:00
2020-01-26,61,0,False,02:00:00
